#,ChatRm,Date,ID,Time,Comment,,,
4267,2 MEB,16-Mar-2014,10mc_cdr,8:56,"(en) ASSIGN SHAKER 03, EXPEND 25% ORDNANCE LINE 1: MISSION REQUEST NUMBER: 16-WARLORD-300 LINE 2: TGT GRID; UAV ORBIT DEFINED BY GRID COORDINATES 12SWG 58665 84906 LINE 3: TGT DESCRIPTION: TWO (2) UAZ SYSTEMS WITH SQUAD OF 1NFANTY IN SUPPORT. LINE 4: JTAC C/S: WARLORD 14 LINE 5; TOT: 1005. TIME NOW: 0956.",,,
4278,2 MEB,16-Mar-2014,10mc_cdr,8:58,(en) MAVERICK 55 AND SHAKER 03. CAS MSN 16-WAR-300 LINE 2: GRID COORDINATES 12SWG 58665 84906 ONLY. ALL ELSE REMAINS UNCHANGED.,,,
4288,2 MEB,16-Mar-2014,10mc_cdr,9:00,"(en) ASSIGN MOVER 53, EXPEND 25% ORDNANCE LINE 1: MISSION REQUEST NUMBER: 16-WARLORD-301 LINE 2: TGT GRID: 12SWG 58931 84507 LINE 3: TGT DESCRIPTION: ENEMY HOWITZER ARTILLERY SYSTEM WITH SQUAD SIZE ELEMENT IN SUPPORT LINE 4: JTAC C/S: WARLORD 14 LINE 5: TOT: 1010. TIME NOW: 0959.",,,
4295,2 MEB,16-Mar-2014,10mc_cdr,9:03,(en) ASSIGN PEGASUS 55 ASSIGN AI-1-1 SECTION TO EXPEND 25% ORDNANCE LINE 1: MISSION REQUEST NUMBER: 16-WARLORD-302 LINE 2: TGT GRID: 12SWG 58669 85097 LINE 3: TGT DESCRIPTION: ENEMY UAZ SYSTEM AND LASER DESIGNATION TEAM LINE 4: JTAC C/S: WARLORD 14. DECONFLICT MISSION WITH F/W CAS C/S SHAKER 03 AND MOVER 53. LINE 5: TOT: 1015. TIME NOW: 1002.,,,
4311,2 MEB,16-Mar-2014,10mc_cdr,9:05,(en) ASSIGN PEGASUS 55 ASSIGN AH-1 SECTION TO EXPEND 25% ORDNANCE LINE 1: MISSION REQUEST NUMBER: 16-WARLORD-303 LINE 2: TGT GRID: 12SWG 58543 85327 LINE 3: TGT DESCRIPTION: ENEMY UAZ SYSTEM IN OPEN LINE 4: JTAC C/S: WARLORD 14. DECONFLICT MISSION WITH F/W CAS C/S SHAKER 03 AND MOVER 53 VIA WARLORD 14.,,,
4339,2 MEB,16-Mar-2014,7_7a_Ino_mc,9:08,(en) RGR,,,
4363,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,9:10,(en) Is firesim down?,,,
4374,2 MEB,16-Mar-2014,2meb_s2,9:11,(en) fire sim is down as per SOP,,,
4435,2 MEB,16-Mar-2014,2meb_mech2_bn_cdr,9:15,(en) TFT: CONCENTRATION OF EN UAS SYSTEMS VIC 12 SWG 56348 77500,,,
4436,2 MEB,16-Mar-2014,2meb_s3,9:15,(en) Current ROE is LAW Div OPORD and FRAGO 2.The relaxed ROE from the Base Case is NOT in effect.,,,
4437,2 MEB,16-Mar-2014,2meb_s2,9:15,"(en) T-72 12swg 79186 81176, enemy PLT 12swg 73500 78000, UAV 12swg 73087 78911 east of TFT",,,
4473,2 MEB,16-Mar-2014,10mc_ccIr,9:18,"(en) PEGASUS 55. TAKE COUNTER-DRONE MISSION FORAC. DIRECT ATTACK HELOS TO COORD WITH AIC, USS DECATUR ASAP. LINE 1: MISSION REQUEST NUMBER: 16-RHINO600 LINE 2: TGT GRID: THREAT SECTOR AIRSPACE CENTER POINT GRID 12SWG 52 89, 30 MILE RADIUS. LINE 3: TGT DESCRIPTION: HARPY UAV DRONES WITH AIR-GROUND OFFENSIVE CAPABILITY LINE 4: JTAC C/S: USS DECATUR AIR INTERCEPT CONTROL (AIC). REQUEST CONTINUOUS COVERAGE WITH F-35 AIRCRAFT THAT ARE AIM-120 CAPABLE. REQUEST EF-18G GROWLER COVERAGE TO DETECT, IDENTIFY, JAM AND REPORT HARPY SYSTEM UAV DATALINKS. LINE 5: TOS: 1020 TO ENDEX. TIME NOW IS 1018 HOURS EST.",,,
4519,2 MEB,16-Mar-2014,Icc_9 j2,9:22,(en) 7_4i_jsotf_j3 09:22 (en) Mission: ODA 9126/TACP09 Infiltrated 16MAR2011 Via Rotary-Wing A/C Vic 12SWG 51500 50500 to conduct SR on likely enemy avenue of approach in support of the MEB,,,
4539,2 MEB,16-Mar-2014,2meb_helo_sqdn_cdr,9:23,(en) TF Hammer: No UAV showing up yet on my ONESAF machine at the 56 74 grid,,,
4550,2 MEB,16-Mar-2014,2meb_s3,9:24,(en) rgr on ODA insert,,,
4567,2 MEB,16-Mar-2014,2meb_helo_sqdn_cdr,9:25,(en) TF Hammer: copy on ODA location/insert,,,
4591,2 MEB,16-Mar-2014,10mc_cdr,9:26,(en) SHAKER 03. EXPEND 25% OF ORDNANCE LINE 1: MISSION REQUEST NUMBER: 16- TORNADO-400 L1NE 2: TGT GRID: 12SWG 79186 81176 LINE 3: TGT DESCRIPTION: ONE (1) TANGO-72 TANK LINE 4: JTAC C/S IS TORNADO 14 LINE 5: TOS: 1035 TO ENDEX. TIME NOW IS 1026 HOURS EST.,,,
4603,2 MEB,16-Mar-2014,10mc_cdr,9:28,(en) MOVER 53. EXPEND 25% OF ORDNANCE LINE 1: MISSION REQUEST NUMBER: 16- TORNADO-401 LINE 2: TGT GRID: 12SWG 73500 78000 LINE 3: TGT DESCRIPTION: ENEMY INFANTRY IN PLATOON STRENGTH LINE 4: JTAC C/S IS TORNADO 14 LINE 5: TOS: 1035 TO ENDEX. TIME NOW IS 1027 HOURS EST.,,,
4631,2 MEB,16-Mar-2014,2meb_s2,9:31,(en) Documentation found that confirms a formal relationship exists between the SPF Cell Leader and Attican regular forces. This intelligence suggests that there needs to be a raid executed in the 2 MEB AO vic grid: 12 SWG 5570 8770 in order to verify this intelligence has merit. This information is time urgent and needs to be sent up through higher intelligence agencies immediately for follow-up action,,,
4632,2 MEB,16-Mar-2014,2meb_s2,9:31,(en) these documents were found in 2/44 IN AO,,,
4650,2 MEB,16-Mar-2014,10mc_cdr,9:33,(en) PEGASUS 55. ASSIGNED ATTACK HELOCOPTERS WITH AGM-114 HELLFIRE SYSTEM LINE 1: MISSION REQUEST NUMBER: 16-RHINO-410 LINE 2: TGT GRID: 12SWG 54478 92494 LINE 3: TGT DESCRIPTION: HARPOON SQUAD WITH TWO (2) HARPOON WEAPONS SPOTTED APPROX. 0930 HOURS. LINE 4: JTAC C/S PRIMARY IS USS DECATUR. SECONDARY SELF-CLEAR FIRES VIA TAC(A)/FAC(A) CAPABILITY. TERTIARY WARLORD 14 LINE 5: TOS: ASAP TO ENDEX. TIME NOW IS 1032 HOURS EST.,,,
4651,2 MEB,16-Mar-2014,2meb_fso,9:33,(en) AI-1-1 DOWN AT 12 SWG 56789 85712 RESPONDING TO 15-RHINO-302,,,
4672,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,9:35,"(en) TFW ... @Rhino-3, Link up with Bandit @ CP1/2 complete. !!!Be advised rte is 'amber' from Airfield to our AO boundry and they are taking medium contact with Attk helo'si!!",,,
4687,2 MEB,16-Mar-2014,2meb_helo_sqdn_cdr,9:36,(en) (en) TF Hammer: Requesting NSFS or Air - 700 30 Troops in Open 51185 78541,,,
4688,2 MEB,16-Mar-2014,2meb_hefo_sqdn_cdr,9:36,(en) (en) TF Hammer: Requesting NSFS or Air - 701 82mm Mortar Tm 50626 71144 702 82mm Mortar Tm 51970 78085 703 82mm Mortar Tm 51433 78330 704 82mm Mortar Tm 51637 77501,,,
4689,2 MEB,16-Mar-2014,2meb_s3,9:36,"(en) Rgr TFW, need you to send TRAP to recover downed UH1 in your AO at 12 SWG 56789 85712.",,,
4699,2 MEB,16-Mar-2014,2meb_s3,9:38,"(en) correction, that is an AH1",,,
4711,2 MEB,16-Mar-2014,10mc_cdr,9:39,(en) ASSIGN SHAKER 03. EXPEND ALL REMAINING ORDANCE AND GUNS. LINE 1: MISSION REQUEST NUMBER: 16-HAMMER-500 LINE 2: TGT GRID: TARGET GROUP OF THREE POINTS. 12SWG 51970 78085. 12SWG 51433 78330. 125WG 51637 77501. LINE 3: TGT DESCRIPTION: THREE (3) 82 MIKE-MIKE MEDIUM MORTAR SYSTEMS. LINE 4: JTAC C/S PRIMARY HAMMER 14. LINE 5: TOS: 1045 TO ENDEX. TIME NOW 15 1039 HOURS EST.,,,
4730,2 MEB,16-Mar-2014,7_7a Jno_mc,9:41,"(en) PEGASUS 55: EN ROUTE TO 16-RHINO-410, ETA 12 MIKES",,,
4743,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,9:42,"(en) TFW ... @Rhino-3, Loc of AH1 is in the middle of a LAV Plt, so recovery is complete?",,,
4744,2 MEB,16-Mar-2014,2mebs3,9:42,(en) rgr,,,
4767,2 MEB,16-Mar-2014,2meb_s3,9:47,(en) more TBMs in bound,,,
4768,2 MEB,16-Mar-2014,acc_Ino_mc,9:47,(en) ADA_FCO here at JFACC is on it.,,,
4783,2 MEB,16-Mar-2014,10mc_cdr,9:49,"(en) REQUEST USS DECATUR TO LOCATE, IDENTIFY AND ENGAGE LINE 1: MISSION REQUEST NUMBER: 16-RHINO-620 LINE 2: TGT GRID: 12SWG 648 721 TEN MILE RADIUS. LINE 3: TGT DESCRIPTION: HOSTILE UAV HARPY SYSTEMS SIGHTED AT 1043 HOURS LINE 4: JTAC C/S PEGASUS 55 WITH ASSIGNED TAC(A)/TAC(A) IN VCTY. LINE 5: TOS: ASAP. TIME NOW IS 1049 HOURS EST.",,,
4791,2 MEB,16-Mar-2014,10mc_cdr,9:50,"(en) PEGASUS 55. SHOWING YOU MISSION 16-RHINO-620 FYI. RHINO 14, OUT.",,,
4811,2 MEB,16-Mar-2014,10mccdr,9:52,(en) ASSIGN MOVER 53. EXPEND ALL REMAINING ORDANCE AND GUNS. LINE 1: MISSION REQUEST NUMBER: 16-HAMMER-701 LINE 2: TGT GRID: 125WG 56053 80488. LINE 3: TGT DESCRIPTION: ENEMY ARTILLERY UNIT. LINE 4: JTAC C/S PRIMARY HAMMER 14. LINE 5: TOS: 1100. TIME NOW IS 1052 HOURS EST.,,,
4812,2 MEB,16-Mar-2014,2meb_s3,9:52,"(en) FRAGO 7 published, AO Rueben is expanded to the west to allow 41BCT to attack into OBJ Diaz 2 (see ""7 DIV Phase 3A Graphics"" in CPOF)",,,
4813,2 MEB,16-Mar-2014,7meb_helo_sqdn_cdr,9:52,(en) (en) TF Hammer: Requesting NSFS or Air - 705 Anti Armor Tm 48371 72788 706 Anti Armor Tm 54750 78793 707 Anti Armor Tm 52397 79548 708 Anti Armor Tm in Ambush W to E 54205 80196 (W Point) 54348 80354 (E Point) 709 Anti Armor Tm in Ambush W to E 54372 79559 (W Point) 54462 79444 (E Point) 710 Anti Armor Tm in Ambush W to E 54624 79675 (W Point) 54869 79659 (E Point) 711 Anti Armor Tm with truck in Ambush N to S 51089 81434 (N Point) 51163 80546 (S Point) 712 Anti Armor Tm with truck in Ambush N to 5 58512 70601 (N Point) 58387 70419 (S Point),,,
4832,2 MEB,16-Mar-2014,2meb_fso,9:53,(en) Air Mission for Arty Unit vic 12SWG 56053 80488,,,
4863,2 MEB,16-Mar-2014,2meb_helo_sqdn_cdr,9:57,"(en) TF Hammer: As per ONESAF SOP, nobody EN is dying, only fiendlies.",,,
4873,2 MEB,16-Mar-2014,2meb_fso,9:59,(en) Air Engaging TF Hammer; Requesting NSFS or Air - 705 Anti Armor Tm 48371 72788 706 Anti Armor Tm 54750 78793 707 Anti Armor Tm 52397 79548 708 Anti Armor Tm in Ambush W to E 54205 80196 (W Point) 54348 80354 (E Point) 709 Anti Armor Tm in Ambush W to E 54372 79559 (W Point) 54462 79444 (E Point) 710 Anti Armor Tm in Ambush W to E 54624 79675 (W Point) 54869 79659 (E Point) 711 Anti Armor Tm with truck in Ambush N to S 51089 81434 (N Point) 51163 80546 (5 Point) 712 Anti Armor Tm with truck in Ambush N to S 58512 70601 (N Point) 58387 70419 (S Poin,,,
4889,2 MEB,16-Mar-2014,2meb_s3,10:01,"(en) PATRIOT fired 6 PAC 3, engaged 3 TBMs, confirmed kill 3 TBMs.",,,
4890,2 MEB,16-Mar-2014,10mc_cdr,10:01,"(en) PEGASUS 55. ASSIGN R/W CAS TO SERVICE FOLLOWING SERIES OF TARGETS 150 TF HAMMER. LINE 1: MISSION REQUEST NUMBER: 16-HAMMER-702 LINE 2: TGT GRIDS: THREE (3) POINT TARGETS AT (TGT ALPHA) 125WG 48371 72788, (TARGET BRAVO) 12SWG 54750 78793, (TARGET CHARLIE) 12SWG 52397 79548 LINE 3: TGT DESCRIPTION: MULTIPLE ENEMY ANTI-ARMOR TEAMS IN AMBUSH POSTURE. LINE 4: JTAC C/S PRIMARY HAMMER 14. LINE 5: TOS: ASAP. TIME NOW IS 1100 HOURS EST.",,,
4898,2 MEB,16-Mar-2014,10mc_cdr,10:02,(en) PEGASUS 55 ... JFMCC IS STILL WORKING ON 16-RHINO-410.,,,
4907,2 MEB,16-Mar-2014,2meb_mech2_bn_cdr,10:03,(en) TFT: SITREP - C CO OCCUPY POSITION IN OBJ C / A CO IS ENGAGED IN SUPPORT OF TF HAMMER ISO TF HAMMER (18 KIA / 56 WIA) / B CO IS OCCUPYING POSITIONS IN OBJ E AS WELL AS SENDING OUT THE TOW AND HMG PLT TO THE BLOCKING POSITION VIC 12 SWG 640 771.,,,
4920,2 MEB,16-Mar-2014,2meb_s3,10:05,(en) rgr,,,
4932,2 MEB,16-Mar-2014,10mc_cdr,10:06,"(en) PEGASUS 55. ASSIGN R/W CAS TO SERVICE FOLLOWING SERIES OF LINEAR TARGETS 150 TF HAMMER. LINE 1: MISSION REQUEST NUMBER: 16-HAMMER-703 LINE 2: TGT GRIDS: THREE (3) LINEAR TARGETS (LINEAR TGT DELTA) 12SWG 54205 80196 TO , 12SWG 54348 80354 / (LINEAR TGT ECHO) 12SWG 54372 79559 TO 125WG 54462 79444 / (LINEAR TGT FOXTROT) 12SWG 54624 79675 TO 125WG 54869 79659. LINE 3: TGT DESCRIPTION: MULTIPLE ENEMY ANTI-ARMOR TEAMS IN AMBUSH POSTURE. LINE 4: JTAC C/S PRIMARY HAMMER 14. LINE 5: T05: ASAP. TIME NOW IS 1107 HOURS EST.",,,
4949,2 MEB,16-Mar-2014,7 _ 7a _ In° _mc,10:08,(en) UH-1 DOWN @ 51634 96105,,,
4950,2 MEB,16-Mar-2014,7_7a_Ino_mc,10:08,(en) NO ID,,,
4999,2 MEB,16-Mar-2014,2meb_s3,10:11,(en) TFW BPT conduct raid of HVT IVO 12SWG 557 877.,,,
5000,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,10:11,(en) TFW ... RGR,,,
5005,2 MEB,16-Mar-2014,2meb_fso,10:12,(en) CORRECTION ON GRID OF DOWNED AIRCRAFT- 48169 70403,,,
5006,2 MEB,16-Mar-2014,2meb_s3,10:12,"(en) TFH, that UH1 is in your AO, send TRAP.",,,
5016,2 MEB,16-Mar-2014,lialno_mc,10:13,(en) CORRECTION ON GRID OF DOWNED AIRCRAFT- 48169 70403,,,
5017,2 MEB,16-Mar-2014,7_7a_Ino_mc,10:13,"(en) I DON'T HAVE ENOUGH AIRCRAFT IN THE AREA TO COVER HAMMER-703, I'LL HAVE TO SHIFT OFF OF SUPPORT FROM TORNADO. PLEASE ADVISE",,,
5033,2 MEB,16-Mar-2014,2meb_helo_sqdn_cdr,10:14,"(en) TF Hammer: copy on downed aircraft, looking for aircraft",,,
5040,2 MEB,16-Mar-2014,2meb_helo_sqdn_cdr,10:15,"(en) Tf Hammer: no aircraft on ONESAF, I have LAVs in the Area, will TRAP when aircraft shows",,,
5046,2 MEB,16-Mar-2014,10mc_cdr,10:16,"(en) PEGASUS 55: RETASK AIR ASSETS TO,SERVICE 16-HAMMER-703 AS REQUIRED. RECONSTITUTE AS ASSETS REGENERATE.",,,
5052,2 MEB,16-Mar-2014,7 7a [no mc,10:17,(en) RGR,,,
5109,2 MEB,16-Mar-2014,2meb_mech2_bn_cdr,10:23,(en),,,
5132,2 MEB,16-Mar-2014,2meb_helo_sqdn_cdr,10:25,"(en) TF Hammer: ATB company of EN re-enforcements in Troop carriers Headed W IVO grid 56 76 towards York, requesting immediate CAS/NSFS, standby for grids of reinforcements.",,,
5142,2 MEB,16-Mar-2014,2meb_helo_sqdn_cdr,10:26,(en) Troop Carriers Re-enforcments 55220 78359 (W Point) 56288 78706 (E Point),,,
5149,2 MEB,16-Mar-2014,2meb_fso,10:27,(en) Air engaging: Troop Carriers Re-enforcments 55720 78359 (W Point) 56288 78706 (E Point),,,
5154,2 MEB,16-Mar-2014,7 _ 7a _Inc) _ mc,10:28,"(en) PEGASUS 55: ATTACK SECTIONS EN ROUTE TO HAMMER-703 D,E,F",,,
5174,2 MEB,16-Mar-2014,7_4i_log_rep,10:30,"(en) 18th ABN requests company of infantry for reinforcement for attack on Diaz2, L/U w/ ODA at 12SWG 54389 91716 soonest for follow up South to North attack to shape main attack. Please advise feasibility.",,,
5185,2 MEB,16-Mar-2014,10mc_cdr,10:31,(en) CEDAR 03 EXPEND 25% ORDNANCE. LINE 1: MISSION REQUEST NUMBER: 16- HAMMER-704 LINE 2: TGT GRIDS: VCTY 12SWG 56 76 LINE 3: TGT DESCRIPTION: COMPANY STRENGTH ENEMY UNIT IN TROOP CARRIERS ON THE MOVE WESTBOUND. LINE 4: JTAC C/S PRIMARY HAMMER 14. LINE 5: TOS: ASAP. TIME NOW IS 1130 HOURS EST.,,,
5186,2 MEB,16-Mar-2014,10mc_cdr,10:31,"(en) MAVERICK 55 ... WHEN IS NEXT F/W ASSETS REPORTING 0/S. RHINO 14, OUT.",,,
5196,2 MEB,16-Mar-2014,2meb_s3,10:32,(en) Still clearing south to north through southern Diaz,,,
5208,2 MEB,16-Mar-2014,10mc_cdr,10:34,(en) MAVERICK 55 ... TASK NEXT CAS MISSION TO 16-HAMMER-704 LINE 5: TOT 1145 EST. TIME NOW 1134 EST,,,
5224,2 MEB,16-Mar-2014,2meb_s3,10:37,"(en) Two of our companies IVO JTF OBJ 2 are at 50% strength, we need to ensure enough combat power remains to secure JTF OBJ 2.",,,
5226,2 MEB,16-Mar-2014,7_4i_log_rep,10:38,"(en) rgr, get back to me if you can free anything up at some point in the future to support. tango.",,,
5241,2 MEB,16-Mar-2014,10mc_cdr,10:40,"(en) REQUEST USS DECATUR TO LOCATE, IDENTIFY AND ENGAGE AT MULTIPLE GRID LOCATIONS LINE 1: MISSION REQUEST NUMBER: 16-RHINO-622 LINE 2: TGT GRID: 125WG 55566 76707 / SWG12 55416 76243 / 12SWG 55940 76206 / 12SWG 56364 77544. LINE 3: TGT DESCRIPTION: HOSTILE UAV HARPY SYSTEMS SIGHTED AT 1134 HOURS LINE 4: JTAC C/S PEGASUS 55 WITH ASSIGNED TAC(A)/TAC(A) IN VCTY. LINE 5: TOS: ASAP. TIME NOW IS 1140 HOURS EST.",,,
5251,2 MEB,16-Mar-2014,10mc_cdr,10:42,"(en) PEGASUS 55, MISSION 16-RHINO-622 IS A COUNTER-DRONE MISSION...IF YOU ARE ABLE TO ASSIST, CONTACT USS DECATUR AIC. RHINO 14, OUT.",,,
5266,2 MEB,16-Mar-2014,7_7a_lno_mc,10:44,(en) 152mm TRANSLOADERS SPOTTED BY UAV ON ROUTE RHINO-601 @ GRID 39478 62960,,,
5267,2 MEB,16-Mar-2014,10mc_cdr,10:44,(en) PEGASUS 55. RHINO 14 IS WORKING UP A F/W CAS REQUEST ON THE TRANSLOADE,,,
5268,2 MEB,16-Mar-2014,7 _ 7a _ Ino _ mc,10:44,(en) RGR,,,
5279,2 MEB,16-Mar-2014,7_7a_Ino_mc,10:46,(en) PEGASUS 55: RHIN0602/603-UAV SPOTTED ARTY @ 57352 90621; ANTI ARMOR @ 58501 85110,,,
5283,2 MEB,16-Mar-2014,10mc_cdr,10:47,(en) ELM 01 EXPEND 25% ORDNANCE. LINE 1: MISSION REQUEST NUMBER: 16-RHINO624 LINE 2: TGT GRIDS: VCTY 12SWG 39478 62960 LINE 3: TGT DESCRIPTION: ONE-FIVETWO ARTILLERY SYSTEM TRANSLOADER LINE 4: JTAC C/5 PRIMARY PEGASUS 55 UAV SYSTEM LINE 5: TOS: 1155. TIME NOW IS 1147 HOURS EST.,,,
5300,2 MEB,16-Mar-2014,10mc_cdr,10:49,(en) CEDAR 01 EXPEND 25% ORDNANCE. LINE 1: MISSION REQUEST NUMBER: 16- HAM MER-704 LINE 2: TGT GRIDS: VCTY 12SWG 56 76 LINE 3: TGT DESCRIPTION: COMPANY STRENGTH ENEMY UNIT IN TROOP CARRIERS ON THE MOVE WESTBOUND. LINE 4: JTAC C/S PRIMARY HAMMER 14. LINE 5; TOS: 1155. TIME NOW IS 1148 HOURS EST.,,,
5316,2 MEB,16-Mar-2014,9_525_107_s3,10:54,"(en) Warlord 6: the MFT working for 2 MEB: Completes its exploitation activities and finds the following 2 x computers and documentation with leader names and locations of two splinter cells in the 2 MEB AO and two splinter cells in 4 13CT AO. Insurgent Ops in 2 MEB AO: - Cell one Abu Kaseem, 15 members, equipped with small arms, RPGs, IED making materials, located vicinity 12 SWG 5640 8670 — anticipated msn: disruption of follow on logistical operations of U.S. forces in the vicinity of the port facilities. - Cell
two: Khaku Cantu, 20 members, equipped with small arms, RPGs, IED making materials, located vicinity 12 SWG 5410 8934 — anticipated msn: disruption of road networks between port facilities and northern portions of the city of Diaz, Insurgent Ops in 4 IBCT AO: - Cell one: Noel Kaseem, cousin of Abu Kaseem, 20 members , equipped with small arms, RPGs, IED making materials, located vicinity 12 SWG 5850 9270 — anticipated msn. disruption of road networks the northern Diaz to the Diaz airfield, also capable of organizing actions against facilities such as the Hite Dam and local governance. - Cell
two: Mattu Zimmie, 20 members, equipped with small arms, RPGs, lED making materials, Tech vehicles and suicide bombers, located vicinity 12 SWG 6050 8870 — anticipated msn: disruption of logistical operations at the Diaz airfield. *Urgent that this data gets sent through proper intelligence channels for further prosecution of gathering intelligence in both 2 MEB and 4 IBCT AOs",,,
5323,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,10:56,"(en) TWF@9_525_107_s3-- ""WILCO""",,,
5326,2 MEB,16-Mar-2014,9 _ 525 _ 107_ s3,10:57,(en) roger,,,
5455,2 MEB,16-Mar-2014,Icc_7_socce_cdr,11:25,"(en) spotrep: ODA 9126,TACP09, 2 targets: 12SWG 49645 44596/SU-30 fighter AC at airfield 12SWG 49798 45283/ SU-30 fighter AC at airfield",,,
5577,2 MEB,16-Mar-2014,9_525_107_b_cdr,11:52,"(en) while conducting humint, 5 of my IC's dissapeared to nowhere and died. they are not on the map and when i center pvd, it goes to a light blue area",,,
5593,2 MEB,16-Mar-2014,2meb_s2,11:55,(en) so I guess we cant have the HUMINT tm exploit the info on the splinter cells,,,
5599,2 MEB,16-Mar-2014,74i_ _ _34s2,11:56,(en) talk to the BfSb they can hook u up with a HUMINT team,,,
5600,2 MEB,16-Mar-2014,9_ _ _ _,11:56,"(en) the rest of my guys are wandering aimlessly through the desert, 8/12 are dead",,,
5608,2 MEB,16-Mar-2014,9_525_107_b_cdr,11:57,(en) i am the BFSB humint team,,,
5628,2 MEB,16-Mar-2014,10mc_cdr,12:00,(en) MOVER 65. EXPEND 25% OF ORDNANCE LINE 1: MISSION REQUEST NUMBER: 16- TORNADO-430 LINE 2: TGT GRID: 12SWG 61285 81837 LINE 3: TGT DESCRIPTION: SA-18 SURFACE TO AIR MISSILE TEAM. ENGAGE ABOVE 10K AGL. LINE 4: JTAC C/S IS TORNADO 14 LINE 5: TOS: 1310. TIME NOW IS 1300 HOURS EST.,,,
5654,2 MEB,16-Mar-2014,2meb_mech2_bn_cdr,12:05,(en) TFT: TOTAL KIA 80 WIA 234 (ONLY 25 SINCE START TODAY) NO CHANGE IN MAJOR END ITEMS,,,
5697,2 MEB,16-Mar-2014,2meb_s3,12:16,"(en) TFW, need you to conduct direct action on Khaku Cantu and Abu Kaseem, time now. Capture / kill all military aged males on site and use MFT to exploit the target site, seize all contraband and intelligence (computers, documents, etc). Immediately report exploitation findings to the MEB 52.",,,
5698,2 MEB,16-Mar-2014,2meb_helo_sqdn_cdr,12:17,(en) TF Hammer: TFW will be back in a minute.,,,
5699,2 MEB,16-Mar-2014,2meb_s3,12:17,(en) tell him to pinch it off and get back in the fight,,,
5716,2 MEB,16-Mar-2014,9_525_107_bcdr,12:25,"(en) I understand the priority, just let me know when you want us to do the sensitive site exploitation",,,
5739,2 MEB,16-Mar-2014,2meb_mech_bn_cdr,12:31,"(en) TFW@Rhino-3, explt teams moing time meow.",,,
5741,2 MEB,16-Mar-2014,2meb_s3,12:32,(en) rgr,,,
5747,2 MEB,16-Mar-2014,10mc_cdr,12:34,(en) SHAKER 15 EXPEND 25% ORDNANCE. LINE 1: MISSION REQUEST NUMBER: 16- HAMMER-705 LINE 2: TGT GRIDS: VCTY 12SWG 60303 81474 LINE 3: TGT DESCRIPTION: ARTILLERY UNIT. LINE 4: JTAC C/5 PRIMARY HAMMER 14. LINE 5: TOS: 1345. TIME NOW IS 1334 HOURS EST.,,,
5752,2 MEB,16-Mar-2014,10mc_cdr,12:36,(en) MOVER 65 EXPEND 25% ORDNANCE. LINE 1: MISSION REQUEST NUMBER: 16- HAMMER-705 LINE 2: TGT GRIDS: VCTY 12SWG 59976 81080 LINE 3: TGT DESCRIPTION: ARTILLERY UNIT. LINE 4: JTAC C/S PRIMARY HAMMER 14. LINE 5: 'TOS: 1345. TIME NOW IS 1335 HOURS EST.,,,
5756,2 MEB,16-Mar-2014,10mc_cdr,12:37,(en) MOVER 65 IS ASSIGNED 16-HAMMER-606 ON LAST CAS REQUEST. ALL ELSE REMAINS THE SAME.,,,
5760,2 MEB,16-Mar-2014,10mc_cdr,12:38,(en) SHAKER 15 EXPEND 25% ORDNANCE. LINE 1: MISSION REQUEST NUMBER: 16- HAMMER-707 LINE 2: TGT GRIDS: VCTY 12SWG 59996 80391 LINE 3: TGT DESCRIPTION: ARTILLERY UNIT. LINE 4: JTAC C/S PRIMARY HAMMER 14. LINE 5: TOS: 1355. TIME NOW IS 1337 HOURS EST.,,,
5766,2 MEB,16-Mar-2014,10mc_cdr,12:39,(en) MOVER 65 EXPEND 25% ORDNANCE.. LINE 1: MISSION REQUEST NUMBER: 16- HAMMER-708 LINE 2: TGT GRIDS: VCTY 12SWG 60783 80751 LINE 3: TGT DESCRIPTION: EIGHTY-TWO MIKE-MIKE MEDIUM MORTAR SYSTEM. LINE 4: JTAC C/S PRIMARY HAMMER 14. LINE 5: TOS: 1355. TIME NOW 15 1339 HOURS EST.,,,
5768,2 MEB,16-Mar-2014,9 525_107_b_cdr,12:40,"(en) currently i have 8/12 Ic's dead for my MFT. computer system is messing up, the cluster lead my heal me. what location do you want my team at?",,,
5769,2 MEB,16-Mar-2014,10mc_cdr,12:40,(en) SHAKER 15 EXPEND 25% ORDNANCE. LINE 1: MISSION REQUEST NUMBER: 16- HAMMER-709 LINE 2: TGT GRIDS: VCTY 12SWG 58657 79943 LINE 3: TGT DESCRIPTION: ANTI-ARMOR GUN SYSTEM. LINE 4: JTAC C/S PRIMARY HAMMER 14. LINE 5: TOS: 1405. TIME NOW IS 1340 HOURS EST.,,,
5776,2 MEB,16-Mar-2014,10mc_cdr,12:42,(en) MOVER 65 EXPEND 25% ORDNANCE. LINE 1: MISSION REQUEST NUMBER: 16- HAMMER-710 LINE 2: TGT GRIDS: VCTY 12SWG 61223 78992 LINE 3: TGT DESCRIPTION: ANTI-TANK GUIDED MISSILE (ATGM) SYSTEM. LINE 4: JTAC C/S PRIMARY HAMMER 14. LINE 5: TOS: 1405. TIME NOW IS 1342 HOURS EST.,,,
